id_venda;id_cliente;id_produto;valor;data_venda;vendedor;estado;cidade
2316;12316;3;216.17;27/02/2025;Vendedor_9;CE;Sobral
2317;12317;6;115.47;11/08/2025;Vendedor_49;GO;Goiânia
2318;12318;4;84.67;02/03/2025;Vendedor_33;RJ;Volta Redonda
2319;12319;1;149.32;05/08/2025;Vendedor_37;RJ;Volta Redonda
2320;12320;6;128.75;17/08/2025;Vendedor_50;SP;Santos
2321;12321;4;155.08;05/05/2025;Vendedor_5;GO;Aparecida de Goiânia
2322;12322;6;141.26;14/04/2025;Vendedor_37;RJ;Volta Redonda
2323;12323;4;105.3;17/03/2025;Vendedor_30;RS;Caxias do Sul
2324;12324;4;125.8;26/06/2025;Vendedor_15;PE;Olinda
2325;12325;2;99.21;26/01/2025;Vendedor_35;BA;Vitória da Conquista
2326;12326;6;196.56;25/01/2025;Vendedor_32;RS;Caxias do Sul
2327;12327;2;262.0;05/04/2025;Vendedor_33;DF;Brasília
2328;12328;4;205.83;19/05/2025;Vendedor_15;PR;Curitiba
2329;12329;4;151.33;10/05/2025;Vendedor_22;GO;Aparecida de Goiânia
2330;12330;1;266.11;14/03/2025;Vendedor_1;RJ;Niterói
2331;12331;6;113.65;19/07/2025;Vendedor_49;SP;Santos
2332;12332;5;261.65;03/07/2025;Vendedor_34;DF;Brasília
2333;12333;4;215.61;22/03/2025;Vendedor_37;MG;Juiz de Fora
2334;12334;1;124.01;07/05/2025;Vendedor_10;DF;Brasília
2335;12335;2;125.66;30/07/2025;Vendedor_4;RS;Porto Alegre
2336;12336;1;92.84;17/05/2025;Vendedor_17;CE;Juazeiro do Norte
2337;12337;1;274.74;10/04/2025;Vendedor_48;MG;Uberlândia
2338;12338;5;245.22;15/01/2025;Vendedor_3;MG;Juiz de Fora
2339;12339;6;285.03;23/02/2025;Vendedor_44;SP;São Paulo
2340;12340;5;129.71;09/08/2025;Vendedor_50;PE;Recife
2341;12341;6;89.83;19/02/2025;Vendedor_1;GO;Goiânia
2342;12342;4;188.74;20/05/2025;Vendedor_20;PE;Petrolina
2343;12343;5;149.24;31/08/2025;Vendedor_16;GO;Goiânia
2344;12344;3;171.12;01/01/2025;Vendedor_20;SP;Campinas
2345;12345;2;181.95;08/03/2025;Vendedor_5;RS;Porto Alegre
2346;12346;3;254.32;05/06/2025;Vendedor_46;PR;Curitiba
2347;12347;2;237.64;24/02/2025;Vendedor_39;RJ;Niterói
2348;12348;6;251.36;08/05/2025;Vendedor_43;PR;Londrina
2349;12349;5;129.79;03/04/2025;Vendedor_11;GO;Anápolis
2350;12350;2;89.02;14/06/2025;Vendedor_24;SP;Campinas
2351;12351;4;273.04;08/04/2025;Vendedor_10;GO;Goiânia
2352;12352;1;162.06;13/02/2025;Vendedor_37;SP;São Paulo
2353;12353;2;153.53;09/04/2025;Vendedor_16;GO;Anápolis
2354;12354;5;242.36;20/05/2025;Vendedor_14;PE;Olinda
2355;12355;3;106.58;20/05/2025;Vendedor_9;PR;Curitiba
2356;12356;3;161.24;13/08/2025;Vendedor_31;DF;Brasília
2357;12357;5;180.82;24/04/2025;Vendedor_24;RS;Porto Alegre
2358;12358;5;297.11;24/04/2025;Vendedor_37;PR;Maringá
2359;12359;2;249.3;09/03/2025;Vendedor_10;PE;Olinda
2360;12360;4;269.84;14/01/2025;Vendedor_23;GO;Goiânia
2361;12361;2;260.49;19/05/2025;Vendedor_3;CE;Fortaleza
2362;12362;1;142.83;19/06/2025;Vendedor_46;RS;Caxias do Sul
2363;12363;5;117.98;20/08/2025;Vendedor_2;DF;Brasília
2364;12364;5;286.83;11/08/2025;Vendedor_26;MG;Uberlândia
2365;12365;4;93.47;25/04/2025;Vendedor_50;RS;Caxias do Sul
2366;12366;2;205.15;21/06/2025;Vendedor_39;SP;Santos
2367;12367;2;153.84;11/02/2025;Vendedor_5;DF;Brasília
2368;12368;1;238.98;09/04/2025;Vendedor_40;CE;Sobral
2369;12369;1;135.96;02/01/2025;Vendedor_21;MG;Juiz de Fora
2370;12370;2;248.03;17/01/2025;Vendedor_39;RJ;Volta Redonda
2371;12371;1;177.3;09/02/2025;Vendedor_44;PE;Olinda
2372;12372;3;192.71;28/05/2025;Vendedor_10;MG;Juiz de Fora
2373;12373;4;249.3;27/06/2025;Vendedor_7;RJ;Niterói
2374;12374;3;219.59;28/05/2025;Vendedor_15;RJ;Niterói
2375;12375;2;235.54;10/04/2025;Vendedor_12;RJ;Rio de Janeiro
2376;12376;4;212.96;24/08/2025;Vendedor_25;PE;Recife
2377;12377;4;278.21;01/07/2025;Vendedor_18;MG;Uberlândia
2378;12378;6;134.38;02/03/2025;Vendedor_7;CE;Sobral
2379;12379;6;140.92;18/03/2025;Vendedor_3;GO;Aparecida de Goiânia
2380;12380;4;257.07;20/04/2025;Vendedor_18;MG;Uberlândia
2381;12381;5;92.37;20/05/2025;Vendedor_29;PE;Petrolina
2382;12382;2;149.02;27/01/2025;Vendedor_39;PR;Maringá
2383;12383;3;282.08;23/01/2025;Vendedor_13;PR;Maringá
2384;12384;6;154.2;21/02/2025;Vendedor_13;BA;Vitória da Conquista
2385;12385;4;284.71;05/01/2025;Vendedor_5;RS;Pelotas
2386;12386;2;264.9;12/02/2025;Vendedor_23;SP;São Paulo
2387;12387;2;261.95;17/04/2025;Vendedor_6;RJ;Niterói
2388;12388;6;103.44;16/05/2025;Vendedor_25;SP;São Paulo
2389;12389;6;85.55;28/04/2025;Vendedor_14;BA;Vitória da Conquista
2390;12390;6;268.2;17/02/2025;Vendedor_28;CE;Sobral
2391;12391;6;236.07;09/03/2025;Vendedor_19;RJ;Niterói
2392;12392;4;162.55;07/05/2025;Vendedor_14;RJ;Rio de Janeiro
2393;12393;5;153.89;23/05/2025;Vendedor_46;RS;Caxias do Sul
2394;12394;6;96.35;16/01/2025;Vendedor_15;PR;Curitiba
2395;12395;1;199.13;09/02/2025;Vendedor_21;RJ;Rio de Janeiro
2396;12396;5;193.35;24/06/2025;Vendedor_15;PR;Maringá
2397;12397;1;219.25;31/08/2025;Vendedor_26;BA;Vitória da Conquista
2398;12398;1;246.59;30/08/2025;Vendedor_17;CE;Sobral
2399;12399;4;154.46;06/03/2025;Vendedor_18;RJ;Rio de Janeiro
2400;12400;2;190.95;31/01/2025;Vendedor_36;DF;Brasília
2401;12401;6;168.09;22/03/2025;Vendedor_40;PR;Londrina
2402;12402;2;88.59;03/03/2025;Vendedor_29;GO;Goiânia
2403;12403;1;130.24;02/04/2025;Vendedor_29;BA;Salvador
2404;12404;1;266.52;18/01/2025;Vendedor_19;MG;Uberlândia
2405;12405;3;193.4;21/06/2025;Vendedor_34;SP;São Paulo
2406;12406;1;215.45;14/02/2025;Vendedor_50;PE;Olinda
2407;12407;6;227.1;09/01/2025;Vendedor_31;MG;Juiz de Fora
2408;12408;6;276.72;27/08/2025;Vendedor_10;BA;Feira de Santana
2409;12409;2;177.35;03/06/2025;Vendedor_16;RJ;Volta Redonda
2410;12410;4;280.84;02/04/2025;Vendedor_36;DF;Brasília
2411;12411;4;298.24;01/01/2025;Vendedor_6;BA;Salvador
2412;12412;1;240.64;04/01/2025;Vendedor_28;BA;Salvador
2413;12413;6;251.95;27/03/2025;Vendedor_50;GO;Aparecida de Goiânia
2414;12414;3;290.51;03/07/2025;Vendedor_4;PE;Petrolina
2415;12415;2;198.9;06/01/2025;Vendedor_34;PR;Curitiba
2416;12416;2;191.56;03/01/2025;Vendedor_21;PR;Maringá
2417;12417;2;81.46;04/06/2025;Vendedor_1;PE;Olinda
2418;12418;3;135.2;13/04/2025;Vendedor_36;BA;Vitória da Conquista
2419;12419;3;203.38;17/07/2025;Vendedor_16;RS;Caxias do Sul
2420;12420;1;293.03;07/08/2025;Vendedor_32;GO;Anápolis
2421;12421;3;166.24;28/07/2025;Vendedor_5;MG;Belo Horizonte
2422;12422;4;277.02;12/06/2025;Vendedor_16;SP;São Paulo
2423;12423;2;121.36;26/03/2025;Vendedor_37;MG;Belo Horizonte
2424;12424;2;187.0;18/01/2025;Vendedor_32;RS;Pelotas
2425;12425;2;152.69;02/02/2025;Vendedor_6;CE;Fortaleza
2426;12426;3;232.89;15/03/2025;Vendedor_29;GO;Aparecida de Goiânia
2427;12427;6;262.55;31/07/2025;Vendedor_40;SP;Campinas
2428;12428;5;80.69;17/03/2025;Vendedor_3;RJ;Volta Redonda
2429;12429;6;88.4;25/06/2025;Vendedor_42;MG;Uberlândia
2430;12430;6;205.55;09/06/2025;Vendedor_20;GO;Anápolis
2431;12431;3;196.57;26/06/2025;Vendedor_39;GO;Goiânia
2432;12432;6;206.78;03/08/2025;Vendedor_5;PE;Recife
2433;12433;1;100.58;26/06/2025;Vendedor_41;DF;Brasília
2434;12434;3;158.59;27/08/2025;Vendedor_14;PR;Maringá
2435;12435;4;82.96;01/08/2025;Vendedor_11;SP;São Paulo
2436;12436;4;286.74;04/06/2025;Vendedor_38;PR;Londrina
2437;12437;2;147.14;16/01/2025;Vendedor_3;BA;Vitória da Conquista
2438;12438;6;103.82;06/02/2025;Vendedor_38;PE;Petrolina
2439;12439;4;228.87;18/01/2025;Vendedor_25;PE;Olinda
2440;12440;5;110.7;30/06/2025;Vendedor_35;MG;Belo Horizonte
2441;12441;1;88.96;06/01/2025;Vendedor_17;PR;Maringá
2442;12442;1;145.16;31/08/2025;Vendedor_41;MG;Juiz de Fora
2443;12443;6;281.6;23/04/2025;Vendedor_35;SP;Santos
2444;12444;2;228.75;21/04/2025;Vendedor_12;PE;Recife
2445;12445;2;81.09;26/05/2025;Vendedor_40;PR;Maringá
2446;12446;1;287.45;15/06/2025;Vendedor_25;CE;Juazeiro do Norte
2447;12447;6;275.78;08/03/2025;Vendedor_2;PE;Recife
2448;12448;2;119.74;19/01/2025;Vendedor_28;SP;Campinas
2449;12449;3;191.7;10/06/2025;Vendedor_21;MG;Juiz de Fora
2450;12450;5;284.94;23/02/2025;Vendedor_4;MG;Belo Horizonte
2451;12451;3;224.85;19/05/2025;Vendedor_4;DF;Brasília
2452;12452;4;81.54;03/01/2025;Vendedor_19;PR;Maringá
2453;12453;4;114.11;06/02/2025;Vendedor_12;DF;Brasília
2454;12454;3;81.72;29/06/2025;Vendedor_27;RJ;Niterói
2455;12455;4;241.0;17/04/2025;Vendedor_16;DF;Brasília
2456;12456;5;234.26;29/07/2025;Vendedor_13;PR;Maringá
2457;12457;2;157.82;10/02/2025;Vendedor_34;MG;Belo Horizonte
2458;12458;1;120.57;28/01/2025;Vendedor_44;PR;Maringá
2459;12459;3;299.73;13/04/2025;Vendedor_13;PE;Olinda
2460;12460;4;202.87;05/02/2025;Vendedor_13;GO;Goiânia
2461;12461;4;183.7;09/03/2025;Vendedor_29;DF;Brasília
2462;12462;6;256.13;24/05/2025;Vendedor_19;RJ;Rio de Janeiro
2463;12463;3;209.86;03/05/2025;Vendedor_10;SP;São Paulo
2464;12464;4;114.24;26/03/2025;Vendedor_18;RJ;Volta Redonda
2465;12465;6;131.18;27/01/2025;Vendedor_8;RJ;Niterói
2466;12466;3;261.81;15/01/2025;Vendedor_48;CE;Sobral
2467;12467;4;187.76;29/06/2025;Vendedor_34;DF;Brasília
2468;12468;1;118.55;22/03/2025;Vendedor_8;DF;Brasília
2469;12469;2;290.17;04/01/2025;Vendedor_14;CE;Fortaleza
2470;12470;5;255.31;07/07/2025;Vendedor_36;MG;Belo Horizonte
2471;12471;4;260.24;19/06/2025;Vendedor_27;BA;Vitória da Conquista
2472;12472;1;277.81;11/02/2025;Vendedor_43;PE;Olinda
2473;12473;3;151.49;30/06/2025;Vendedor_22;RJ;Niterói
2474;12474;4;127.35;30/05/2025;Vendedor_47;GO;Goiânia
2475;12475;5;121.62;03/08/2025;Vendedor_4;DF;Brasília
2476;12476;5;233.22;26/05/2025;Vendedor_26;SP;Campinas
2477;12477;4;131.94;23/04/2025;Vendedor_14;SP;Santos
2478;12478;3;199.77;11/04/2025;Vendedor_8;PE;Recife
2479;12479;4;275.82;15/06/2025;Vendedor_47;BA;Vitória da Conquista
2480;12480;3;85.84;22/07/2025;Vendedor_28;GO;Goiânia
2481;12481;3;107.24;04/05/2025;Vendedor_33;CE;Fortaleza
2482;12482;4;173.38;27/04/2025;Vendedor_22;GO;Aparecida de Goiânia
2483;12483;3;285.05;09/03/2025;Vendedor_14;DF;Brasília
2484;12484;2;184.02;07/03/2025;Vendedor_9;SP;São Paulo
2485;12485;3;189.74;14/07/2025;Vendedor_24;SP;Campinas
2486;12486;1;90.74;29/01/2025;Vendedor_32;RS;Porto Alegre
2487;12487;3;204.43;19/02/2025;Vendedor_11;MG;Uberlândia
2488;12488;2;299.69;06/08/2025;Vendedor_38;GO;Goiânia
2489;12489;2;223.18;15/02/2025;Vendedor_15;GO;Anápolis
2490;12490;5;291.48;04/03/2025;Vendedor_40;GO;Anápolis
2491;12491;6;283.66;20/06/2025;Vendedor_48;MG;Juiz de Fora
2492;12492;2;263.48;05/01/2025;Vendedor_50;DF;Brasília
2493;12493;4;127.18;12/05/2025;Vendedor_6;PE;Olinda
2494;12494;6;182.91;13/08/2025;Vendedor_18;RS;Porto Alegre
2495;12495;4;209.63;25/01/2025;Vendedor_8;CE;Sobral
2496;12496;3;230.23;16/02/2025;Vendedor_34;SP;São Paulo
2497;12497;2;203.1;20/06/2025;Vendedor_38;BA;Salvador
2498;12498;4;206.7;11/08/2025;Vendedor_25;PR;Maringá
2499;12499;6;133.13;02/07/2025;Vendedor_11;RS;Pelotas
2500;12500;2;120.03;01/03/2025;Vendedor_29;PE;Recife
2501;12501;6;125.3;09/07/2025;Vendedor_27;PE;Recife
2502;12502;2;142.71;23/05/2025;Vendedor_5;DF;Brasília
2503;12503;5;127.58;06/03/2025;Vendedor_9;DF;Brasília
2504;12504;4;155.96;01/08/2025;Vendedor_36;CE;Juazeiro do Norte
2505;12505;3;218.44;09/03/2025;Vendedor_23;DF;Brasília
2506;12506;4;237.95;26/05/2025;Vendedor_13;RS;Caxias do Sul
2507;12507;5;184.68;23/03/2025;Vendedor_36;CE;Sobral
2508;12508;3;121.85;09/02/2025;Vendedor_40;RJ;Niterói
2509;12509;3;219.68;12/07/2025;Vendedor_21;MG;Belo Horizonte
2510;12510;2;274.73;19/07/2025;Vendedor_44;DF;Brasília
2511;12511;4;240.34;03/03/2025;Vendedor_9;SP;Campinas
2512;12512;1;99.97;16/03/2025;Vendedor_2;RS;Porto Alegre
2513;12513;1;113.34;18/05/2025;Vendedor_25;SP;Campinas
2514;12514;1;204.69;13/05/2025;Vendedor_1;GO;Goiânia
2515;12515;2;229.59;20/05/2025;Vendedor_8;RS;Pelotas
2516;12516;1;141.15;01/01/2025;Vendedor_32;PR;Curitiba
2517;12517;6;124.79;19/02/2025;Vendedor_32;MG;Belo Horizonte
2518;12518;1;166.06;08/06/2025;Vendedor_21;RJ;Volta Redonda
2519;12519;3;120.91;12/04/2025;Vendedor_22;PE;Recife
2520;12520;3;191.42;03/03/2025;Vendedor_2;MG;Juiz de Fora
2521;12521;6;96.22;23/04/2025;Vendedor_43;GO;Goiânia
2522;12522;1;253.73;04/06/2025;Vendedor_10;RS;Porto Alegre
2523;12523;2;243.83;13/08/2025;Vendedor_1;GO;Goiânia
2524;12524;6;121.67;13/02/2025;Vendedor_45;RJ;Volta Redonda
2525;12525;5;238.91;28/05/2025;Vendedor_43;RS;Caxias do Sul
2526;12526;2;167.61;12/06/2025;Vendedor_44;RJ;Niterói
2527;12527;5;184.99;16/05/2025;Vendedor_10;RS;Pelotas
2528;12528;3;162.71;09/08/2025;Vendedor_43;RS;Pelotas
2529;12529;1;280.21;14/01/2025;Vendedor_37;BA;Salvador
2530;12530;4;224.83;20/03/2025;Vendedor_8;GO;Aparecida de Goiânia
2531;12531;5;148.5;13/03/2025;Vendedor_4;MG;Juiz de Fora
2532;12532;6;249.09;17/04/2025;Vendedor_34;DF;Brasília
2533;12533;1;160.03;16/02/2025;Vendedor_26;SP;São Paulo
2534;12534;6;95.25;12/07/2025;Vendedor_29;BA;Feira de Santana
2535;12535;3;154.54;23/08/2025;Vendedor_8;GO;Goiânia
2536;12536;1;87.28;05/02/2025;Vendedor_19;BA;Salvador
2537;12537;6;106.53;18/08/2025;Vendedor_8;PR;Londrina
2538;12538;1;90.15;01/08/2025;Vendedor_12;BA;Feira de Santana
2539;12539;4;165.18;10/08/2025;Vendedor_18;GO;Goiânia
2540;12540;5;295.1;07/01/2025;Vendedor_13;PE;Petrolina
2541;12541;1;271.23;23/08/2025;Vendedor_2;BA;Vitória da Conquista
2542;12542;6;263.61;23/06/2025;Vendedor_46;SP;Campinas
2543;12543;5;80.88;14/05/2025;Vendedor_19;PR;Curitiba
2544;12544;5;141.38;19/07/2025;Vendedor_23;RJ;Volta Redonda
2545;12545;2;125.31;27/06/2025;Vendedor_14;GO;Goiânia
2546;12546;4;255.76;10/08/2025;Vendedor_32;PE;Olinda
2547;12547;3;88.48;30/04/2025;Vendedor_24;GO;Goiânia
2548;12548;6;244.02;22/04/2025;Vendedor_9;RJ;Niterói
2549;12549;2;211.47;25/02/2025;Vendedor_46;PE;Olinda
2550;12550;3;119.41;19/08/2025;Vendedor_49;BA;Vitória da Conquista
2551;12551;2;222.08;02/08/2025;Vendedor_10;GO;Anápolis
2552;12552;5;142.32;15/01/2025;Vendedor_34;CE;Juazeiro do Norte
2553;12553;1;113.25;12/07/2025;Vendedor_46;MG;Juiz de Fora
2554;12554;6;157.93;21/05/2025;Vendedor_12;CE;Sobral
2555;12555;5;283.11;18/02/2025;Vendedor_14;RJ;Niterói
2556;12556;6;215.78;22/06/2025;Vendedor_21;MG;Juiz de Fora
2557;12557;1;203.25;09/05/2025;Vendedor_44;RJ;Rio de Janeiro
2558;12558;1;240.65;05/03/2025;Vendedor_23;PE;Recife
2559;12559;2;172.2;22/04/2025;Vendedor_1;PE;Olinda
2560;12560;5;206.5;23/06/2025;Vendedor_39;PR;Maringá
2561;12561;4;135.47;11/08/2025;Vendedor_17;CE;Fortaleza
2562;12562;2;185.08;12/08/2025;Vendedor_47;RS;Pelotas
2563;12563;3;250.25;26/03/2025;Vendedor_33;DF;Brasília
2564;12564;4;239.51;17/05/2025;Vendedor_15;BA;Salvador
2565;12565;2;256.63;01/03/2025;Vendedor_3;CE;Fortaleza
2566;12566;3;209.06;23/08/2025;Vendedor_24;RS;Caxias do Sul
2567;12567;3;265.59;03/07/2025;Vendedor_17;MG;Juiz de Fora
2568;12568;4;105.06;12/05/2025;Vendedor_38;PR;Maringá
2569;12569;4;282.8;18/05/2025;Vendedor_11;BA;Feira de Santana
2570;12570;2;107.69;19/03/2025;Vendedor_26;BA;Vitória da Conquista
2571;12571;1;223.96;30/03/2025;Vendedor_13;RJ;Volta Redonda
2572;12572;1;217.39;29/04/2025;Vendedor_43;DF;Brasília
2573;12573;6;239.51;23/07/2025;Vendedor_12;DF;Brasília
2574;12574;6;142.66;02/04/2025;Vendedor_16;GO;Goiânia
2575;12575;5;224.62;12/02/2025;Vendedor_15;GO;Goiânia
2576;12576;3;91.46;30/06/2025;Vendedor_19;PE;Petrolina
2577;12577;2;156.67;24/04/2025;Vendedor_19;PR;Maringá
2578;12578;2;229.93;09/01/2025;Vendedor_37;PR;Maringá
2579;12579;3;179.9;05/03/2025;Vendedor_7;SP;São Paulo
2580;12580;3;299.19;06/04/2025;Vendedor_13;MG;Belo Horizonte
2581;12581;6;186.58;14/01/2025;Vendedor_5;RJ;Rio de Janeiro
2582;12582;5;228.06;16/06/2025;Vendedor_17;PE;Olinda
2583;12583;3;255.28;14/04/2025;Vendedor_32;MG;Uberlândia
2584;12584;6;272.72;15/03/2025;Vendedor_11;RS;Pelotas
2585;12585;4;206.51;21/07/2025;Vendedor_35;RJ;Volta Redonda
2586;12586;1;246.09;09/05/2025;Vendedor_7;MG;Belo Horizonte
2587;12587;5;266.75;25/08/2025;Vendedor_22;RS;Pelotas
2588;12588;1;113.17;25/03/2025;Vendedor_5;MG;Uberlândia
2589;12589;2;135.42;26/05/2025;Vendedor_8;MG;Uberlândia
2590;12590;3;84.94;10/02/2025;Vendedor_14;PE;Petrolina
2591;12591;6;219.88;02/03/2025;Vendedor_29;SP;São Paulo
2592;12592;3;207.21;04/02/2025;Vendedor_29;MG;Juiz de Fora
2593;12593;1;263.1;13/03/2025;Vendedor_41;RJ;Niterói
2594;12594;5;182.22;23/07/2025;Vendedor_42;RJ;Volta Redonda
2595;12595;6;210.05;03/02/2025;Vendedor_30;MG;Uberlândia
2596;12596;4;262.17;08/04/2025;Vendedor_28;RJ;Rio de Janeiro
2597;12597;2;88.56;02/02/2025;Vendedor_22;MG;Belo Horizonte
2598;12598;6;103.54;29/05/2025;Vendedor_24;PE;Recife
2599;12599;6;146.74;22/01/2025;Vendedor_36;GO;Goiânia
2600;12600;1;131.09;16/07/2025;Vendedor_24;GO;Goiânia
2601;12601;4;118.14;01/06/2025;Vendedor_35;RS;Pelotas
2602;12602;1;86.15;19/02/2025;Vendedor_2;BA;Feira de Santana
2603;12603;3;296.35;30/08/2025;Vendedor_40;RS;Porto Alegre
2604;12604;5;227.67;31/05/2025;Vendedor_9;PE;Recife
2605;12605;2;227.72;03/03/2025;Vendedor_20;DF;Brasília
2606;12606;4;239.85;03/06/2025;Vendedor_13;BA;Feira de Santana
2607;12607;5;289.0;27/06/2025;Vendedor_5;MG;Juiz de Fora
2608;12608;6;184.18;27/04/2025;Vendedor_12;RJ;Niterói
2609;12609;3;226.37;27/08/2025;Vendedor_20;GO;Aparecida de Goiânia
2610;12610;3;274.37;31/08/2025;Vendedor_44;BA;Feira de Santana
2611;12611;6;180.84;20/04/2025;Vendedor_16;RJ;Volta Redonda
2612;12612;5;205.16;03/03/2025;Vendedor_38;BA;Salvador
2613;12613;6;126.48;14/01/2025;Vendedor_3;MG;Juiz de Fora
2614;12614;5;202.07;29/01/2025;Vendedor_19;DF;Brasília
2615;12615;1;222.34;30/08/2025;Vendedor_27;PE;Petrolina
2616;12616;5;105.67;12/02/2025;Vendedor_17;MG;Uberlândia
2617;12617;6;198.17;19/05/2025;Vendedor_23;RS;Porto Alegre
2618;12618;6;122.6;04/03/2025;Vendedor_11;RJ;Volta Redonda
2619;12619;6;245.13;29/03/2025;Vendedor_36;GO;Anápolis
2620;12620;4;276.29;23/02/2025;Vendedor_41;CE;Juazeiro do Norte
2621;12621;2;298.67;24/06/2025;Vendedor_21;SP;Campinas
2622;12622;6;87.43;13/03/2025;Vendedor_21;PR;Londrina
2623;12623;6;201.14;13/05/2025;Vendedor_46;CE;Fortaleza
2624;12624;1;206.48;25/01/2025;Vendedor_48;PR;Londrina
2625;12625;4;273.29;06/02/2025;Vendedor_31;BA;Vitória da Conquista
2626;12626;5;205.14;25/04/2025;Vendedor_1;MG;Belo Horizonte
2627;12627;3;104.69;11/04/2025;Vendedor_40;GO;Anápolis
2628;12628;5;229.46;17/08/2025;Vendedor_38;BA;Salvador
2629;12629;4;163.02;06/08/2025;Vendedor_34;RS;Porto Alegre
2630;12630;2;81.57;06/07/2025;Vendedor_21;CE;Juazeiro do Norte
2631;12631;2;280.07;01/02/2025;Vendedor_15;DF;Brasília
2632;12632;5;187.05;25/05/2025;Vendedor_26;RS;Porto Alegre
2633;12633;5;248.82;25/06/2025;Vendedor_5;MG;Uberlândia
2634;12634;2;255.57;06/03/2025;Vendedor_45;GO;Anápolis
2635;12635;3;199.24;14/02/2025;Vendedor_37;PE;Petrolina
2636;12636;4;203.54;13/07/2025;Vendedor_10;PR;Curitiba
2637;12637;3;123.98;13/02/2025;Vendedor_48;PE;Recife
2638;12638;2;216.77;12/03/2025;Vendedor_21;PE;Recife
2639;12639;6;82.18;17/07/2025;Vendedor_7;MG;Belo Horizonte
2640;12640;4;91.43;04/03/2025;Vendedor_29;BA;Feira de Santana
2641;12641;1;252.32;13/04/2025;Vendedor_10;DF;Brasília
2642;12642;4;140.56;25/01/2025;Vendedor_12;DF;Brasília
2643;12643;3;164.16;17/05/2025;Vendedor_30;MG;Uberlândia
2644;12644;3;261.89;29/06/2025;Vendedor_3;PE;Petrolina
2645;12645;6;206.08;22/06/2025;Vendedor_10;PR;Londrina
2646;12646;4;233.41;29/05/2025;Vendedor_1;PE;Olinda
2647;12647;6;163.07;31/05/2025;Vendedor_21;RS;Porto Alegre
2648;12648;5;297.55;03/04/2025;Vendedor_1;GO;Goiânia
2649;12649;4;174.29;20/05/2025;Vendedor_23;MG;Uberlândia
2650;12650;2;263.93;17/06/2025;Vendedor_26;RJ;Volta Redonda
2651;12651;4;150.07;23/05/2025;Vendedor_20;RJ;Volta Redonda
2652;12652;3;249.65;30/05/2025;Vendedor_14;DF;Brasília
2653;12653;5;101.05;26/01/2025;Vendedor_16;SP;Santos
2654;12654;5;299.01;16/04/2025;Vendedor_17;SP;Santos
2655;12655;5;260.61;10/02/2025;Vendedor_13;RJ;Rio de Janeiro
2656;12656;1;133.89;12/05/2025;Vendedor_21;CE;Fortaleza
2657;12657;3;143.74;12/03/2025;Vendedor_25;CE;Sobral
2658;12658;5;153.16;03/05/2025;Vendedor_30;CE;Sobral
2659;12659;5;166.88;19/08/2025;Vendedor_6;CE;Juazeiro do Norte
2660;12660;3;154.84;24/01/2025;Vendedor_17;CE;Fortaleza
2661;12661;1;116.35;05/01/2025;Vendedor_22;PR;Londrina
2662;12662;5;276.98;11/08/2025;Vendedor_24;CE;Sobral
2663;12663;6;150.53;23/03/2025;Vendedor_44;DF;Brasília
2664;12664;5;160.38;05/06/2025;Vendedor_5;PE;Petrolina
2665;12665;3;157.16;22/06/2025;Vendedor_24;BA;Feira de Santana
2666;12666;3;234.8;29/06/2025;Vendedor_16;SP;Campinas
2667;12667;4;108.65;23/06/2025;Vendedor_35;RJ;Niterói
2668;12668;1;132.14;24/06/2025;Vendedor_42;BA;Vitória da Conquista
2669;12669;2;142.45;15/08/2025;Vendedor_33;DF;Brasília
2670;12670;2;225.09;22/06/2025;Vendedor_18;BA;Salvador
2671;12671;2;188.11;22/03/2025;Vendedor_23;PR;Maringá
2672;12672;2;93.71;08/07/2025;Vendedor_23;RJ;Niterói
2673;12673;2;292.91;19/01/2025;Vendedor_45;SP;Santos
2674;12674;1;103.33;20/08/2025;Vendedor_10;DF;Brasília
2675;12675;6;193.16;12/02/2025;Vendedor_16;GO;Anápolis
2676;12676;3;122.0;25/01/2025;Vendedor_30;CE;Sobral
2677;12677;3;206.42;19/04/2025;Vendedor_32;GO;Goiânia
2678;12678;2;203.95;04/01/2025;Vendedor_10;PE;Recife
2679;12679;1;211.86;02/02/2025;Vendedor_13;MG;Uberlândia
2680;12680;4;292.49;11/06/2025;Vendedor_8;DF;Brasília
2681;12681;4;205.19;31/01/2025;Vendedor_49;RJ;Rio de Janeiro
2682;12682;6;147.14;01/04/2025;Vendedor_15;GO;Aparecida de Goiânia
2683;12683;4;87.94;05/04/2025;Vendedor_18;PR;Londrina
2684;12684;6;174.85;16/02/2025;Vendedor_48;BA;Salvador
2685;12685;1;262.26;30/03/2025;Vendedor_24;RS;Caxias do Sul
2686;12686;5;128.5;30/03/2025;Vendedor_22;PR;Londrina
2687;12687;4;274.48;28/05/2025;Vendedor_40;SP;Santos
2688;12688;3;168.39;24/02/2025;Vendedor_21;GO;Aparecida de Goiânia
2689;12689;2;188.45;17/04/2025;Vendedor_23;SP;Campinas
2690;12690;5;194.96;03/08/2025;Vendedor_33;DF;Brasília
2691;12691;2;227.65;19/05/2025;Vendedor_10;DF;Brasília
2692;12692;3;159.35;09/03/2025;Vendedor_31;GO;Anápolis
2693;12693;2;222.88;09/07/2025;Vendedor_29;SP;Campinas
2694;12694;6;85.1;11/05/2025;Vendedor_25;PE;Olinda
2695;12695;1;104.23;03/01/2025;Vendedor_4;BA;Salvador
