id_cliente;nome_cliente;estado;cidade;regiao;segmento;data_entrada;plano;valor;status;idade;genero;renda_estimada;vendedor;data_cancelamento
4829;Cliente_4829;BA;Feira de Santana;Nordeste;Empresarial;26/07/2023;Fibra 600MB;119.9;Ativo;31;Feminino;9720;Vendedor_27;
4830;Cliente_4830;CE;Sobral;Sul;Residencial;27/03/2023;Fibra 300MB;89.9;Ativo;58;Feminino;11405;Vendedor_12;
4831;Cliente_4831;CE;Juazeiro do Norte;Sudeste;Residencial;08/05/2022;Fibra 300MB;89.9;Cancelado;46;Feminino;15132;Vendedor_8;23/05/2023
4832;Cliente_4832;RJ;Niterói;Sudeste;Residencial;02/05/2024;TV + Fibra;199.9;Ativo;34;Masculino;11079;Vendedor_3;
4833;Cliente_4833;RJ;Volta Redonda;Centro-Oeste;Residencial;28/03/2022;Móvel Controle;49.9;Ativo;68;Feminino;8916;Vendedor_32;
4834;Cliente_4834;BA;Feira de Santana;Sul;Residencial;18/06/2023;Fibra 600MB;119.9;Ativo;23;Masculino;16089;Vendedor_22;
4835;Cliente_4835;SP;Campinas;Nordeste;Empresarial;09/07/2022;Fibra 300MB;89.9;Ativo;49;Feminino;4319;Vendedor_28;
4836;Cliente_4836;DF;Brasília;Centro-Oeste;Residencial;03/04/2024;Fibra 600MB;119.9;Cancelado;36;Masculino;10441;Vendedor_26;30/05/2024
4837;Cliente_4837;RS;Caxias do Sul;Sul;Empresarial;14/01/2023;Fibra 600MB;119.9;Ativo;44;Masculino;15475;Vendedor_45;
4838;Cliente_4838;RS;Caxias do Sul;Centro-Oeste;Residencial;01/04/2023;Fibra 1GB;159.9;Ativo;47;Masculino;10372;Vendedor_21;
4839;Cliente_4839;MG;Juiz de Fora;Norte;Residencial;28/10/2024;Móvel Controle;49.9;Ativo;67;Masculino;6117;Vendedor_11;
4840;Cliente_4840;MG;Belo Horizonte;Nordeste;Empresarial;14/11/2022;Fibra 1GB;159.9;Ativo;70;Feminino;4103;Vendedor_27;
4841;Cliente_4841;SP;São Paulo;Centro-Oeste;Residencial;30/11/2022;Fibra 600MB;119.9;Ativo;50;Masculino;16535;Vendedor_43;
4842;Cliente_4842;MG;Uberlândia;Norte;Residencial;18/08/2022;TV + Fibra;199.9;Ativo;54;Masculino;2677;Vendedor_7;
4843;Cliente_4843;MG;Juiz de Fora;Nordeste;Empresarial;26/10/2023;TV + Fibra;199.9;Ativo;62;Feminino;12903;Vendedor_38;
4844;Cliente_4844;BA;Vitória da Conquista;Centro-Oeste;Residencial;23/05/2023;Fibra 300MB;89.9;Ativo;28;Feminino;11759;Vendedor_43;
4845;Cliente_4845;BA;Feira de Santana;Centro-Oeste;Residencial;29/02/2024;Móvel Controle;49.9;Ativo;73;Feminino;9982;Vendedor_9;
4846;Cliente_4846;MG;Belo Horizonte;Centro-Oeste;Residencial;12/07/2024;Móvel Pós;89.9;Ativo;58;Masculino;18097;Vendedor_47;
4847;Cliente_4847;GO;Anápolis;Centro-Oeste;Empresarial;26/08/2024;Móvel Controle;49.9;Ativo;27;Masculino;16410;Vendedor_48;
4848;Cliente_4848;PR;Maringá;Sudeste;Residencial;30/01/2024;Fibra 1GB;159.9;Ativo;46;Masculino;3371;Vendedor_34;
4849;Cliente_4849;PR;Maringá;Centro-Oeste;Empresarial;22/03/2023;Móvel Controle;49.9;Ativo;39;Masculino;16434;Vendedor_43;
4850;Cliente_4850;SP;São Paulo;Sudeste;Residencial;21/11/2022;Fibra 300MB;89.9;Ativo;37;Feminino;12672;Vendedor_26;
4851;Cliente_4851;RS;Pelotas;Sudeste;Residencial;26/05/2024;Móvel Controle;49.9;Ativo;36;Feminino;14029;Vendedor_6;
4852;Cliente_4852;RJ;Volta Redonda;Norte;Residencial;16/06/2022;Móvel Pós;89.9;Cancelado;41;Masculino;18618;Vendedor_12;15/11/2022
4853;Cliente_4853;SP;Santos;Nordeste;Residencial;04/08/2023;TV + Fibra;199.9;Ativo;45;Masculino;15978;Vendedor_37;
4854;Cliente_4854;MG;Belo Horizonte;Sudeste;Residencial;18/04/2024;Fibra 1GB;159.9;Ativo;19;Feminino;11624;Vendedor_50;
4855;Cliente_4855;BA;Vitória da Conquista;Sul;Residencial;16/03/2024;Fibra 1GB;159.9;Cancelado;57;Masculino;2481;Vendedor_44;
4856;Cliente_4856;CE;Juazeiro do Norte;Sudeste;Residencial;11/02/2024;Fibra 600MB;119.9;Ativo;72;Feminino;12644;Vendedor_40;
4857;Cliente_4857;GO;Goiânia;Sul;Residencial;16/07/2024;Fibra 1GB;159.9;Ativo;35;Masculino;18345;Vendedor_1;
4858;Cliente_4858;PE;Olinda;Norte;Empresarial;10/05/2024;Móvel Pós;89.9;Ativo;35;Masculino;5712;Vendedor_35;
4859;Cliente_4859;BA;Feira de Santana;Sul;Residencial;13/08/2024;Móvel Pós;89.9;Ativo;19;Feminino;19490;Vendedor_4;
4860;Cliente_4860;PR;Curitiba;Norte;Empresarial;28/02/2022;TV + Fibra;199.9;Ativo;64;Masculino;13119;Vendedor_40;
4861;Cliente_4861;BA;Feira de Santana;Norte;Empresarial;29/08/2023;Fibra 1GB;159.9;Ativo;66;Feminino;4356;Vendedor_50;
4862;Cliente_4862;GO;Goiânia;Norte;Residencial;05/01/2022;TV + Fibra;199.9;Ativo;72;Masculino;14802;Vendedor_8;
4863;Cliente_4863;RJ;Niterói;Sul;Residencial;24/03/2022;Móvel Controle;49.9;Ativo;73;Masculino;6708;Vendedor_2;
4864;Cliente_4864;MG;Belo Horizonte;Sul;Residencial;19/04/2024;Móvel Pós;89.9;Cancelado;40;Masculino;4402;Vendedor_12;
4865;Cliente_4865;CE;Sobral;Norte;Governo;03/07/2023;Fibra 1GB;159.9;Ativo;64;Masculino;5030;Vendedor_8;
4866;Cliente_4866;PR;Maringá;Norte;Residencial;16/11/2024;Fibra 1GB;159.9;Ativo;69;Masculino;17659;Vendedor_41;
4867;Cliente_4867;PR;Londrina;Nordeste;Governo;09/06/2023;Móvel Controle;49.9;Ativo;32;Feminino;7623;Vendedor_31;
4868;Cliente_4868;DF;Brasília;Norte;Residencial;28/09/2024;TV + Fibra;199.9;Ativo;42;Outro;3522;Vendedor_21;
4869;Cliente_4869;RS;Pelotas;Centro-Oeste;Empresarial;18/02/2023;Fibra 1GB;159.9;Ativo;62;Masculino;3355;Vendedor_31;
4870;Cliente_4870;RJ;Rio de Janeiro;Nordeste;Residencial;16/12/2023;Fibra 300MB;89.9;Cancelado;35;Masculino;18902;Vendedor_32;05/12/2024
4871;Cliente_4871;PR;Londrina;Nordeste;Empresarial;29/06/2022;Fibra 600MB;119.9;Cancelado;38;Feminino;14372;Vendedor_20;11/11/2023
4872;Cliente_4872;RS;Pelotas;Nordeste;Residencial;22/02/2024;Móvel Pós;89.9;Ativo;64;Feminino;11193;Vendedor_47;
4873;Cliente_4873;PR;Maringá;Centro-Oeste;Residencial;19/06/2024;Móvel Controle;49.9;Ativo;49;Feminino;16158;Vendedor_19;
4874;Cliente_4874;MG;Uberlândia;Nordeste;Residencial;11/06/2023;Móvel Controle;49.9;Ativo;67;Feminino;13638;Vendedor_47;
4875;Cliente_4875;RS;Pelotas;Nordeste;Residencial;01/01/2022;Fibra 600MB;119.9;Ativo;36;Feminino;11194;Vendedor_30;
4876;Cliente_4876;GO;Aparecida de Goiânia;Sul;Residencial;28/09/2022;Fibra 300MB;89.9;Ativo;35;Masculino;6670;Vendedor_9;
4877;Cliente_4877;DF;Brasília;Sul;Residencial;29/04/2023;Fibra 600MB;119.9;Ativo;41;Masculino;15483;Vendedor_20;
4878;Cliente_4878;MG;Uberlândia;Norte;Residencial;13/08/2024;Fibra 1GB;159.9;Ativo;64;Feminino;4764;Vendedor_18;
4879;Cliente_4879;GO;Aparecida de Goiânia;Norte;Residencial;07/12/2024;TV + Fibra;199.9;Ativo;59;Masculino;4259;Vendedor_48;
4880;Cliente_4880;CE;Sobral;Sudeste;Residencial;25/11/2023;Móvel Controle;49.9;Ativo;47;Outro;1602;Vendedor_13;
4881;Cliente_4881;RJ;Volta Redonda;Centro-Oeste;Residencial;19/04/2024;TV + Fibra;199.9;Cancelado;46;Feminino;3173;Vendedor_30;
4882;Cliente_4882;RJ;Volta Redonda;Sul;Empresarial;08/01/2023;TV + Fibra;199.9;Ativo;71;Feminino;19763;Vendedor_47;
4883;Cliente_4883;PE;Olinda;Norte;Residencial;23/06/2023;TV + Fibra;199.9;Ativo;38;Feminino;10030;Vendedor_29;
4884;Cliente_4884;PE;Recife;Centro-Oeste;Residencial;01/11/2023;TV + Fibra;199.9;Ativo;38;Masculino;12953;Vendedor_30;
4885;Cliente_4885;RS;Porto Alegre;Nordeste;Residencial;26/07/2023;Fibra 1GB;159.9;Ativo;65;Masculino;12880;Vendedor_47;
4886;Cliente_4886;RJ;Volta Redonda;Centro-Oeste;Empresarial;07/03/2022;Móvel Controle;49.9;Ativo;58;Feminino;11810;Vendedor_5;
4887;Cliente_4887;RS;Pelotas;Sul;Residencial;21/02/2022;TV + Fibra;199.9;Ativo;19;Masculino;4516;Vendedor_4;
4888;Cliente_4888;PE;Recife;Sudeste;Empresarial;15/04/2023;Móvel Controle;49.9;Ativo;62;Masculino;11650;Vendedor_50;
4889;Cliente_4889;CE;Sobral;Sul;Residencial;31/08/2022;TV + Fibra;199.9;Ativo;18;Feminino;7416;Vendedor_46;
4890;Cliente_4890;PR;Curitiba;Norte;Empresarial;03/12/2022;Fibra 1GB;159.9;Ativo;39;Feminino;4802;Vendedor_31;
4891;Cliente_4891;GO;Anápolis;Norte;Residencial;26/01/2024;Fibra 600MB;119.9;Ativo;73;Masculino;3463;Vendedor_42;
4892;Cliente_4892;BA;Feira de Santana;Centro-Oeste;Empresarial;08/07/2023;TV + Fibra;199.9;Cancelado;57;Masculino;5022;Vendedor_33;17/12/2023
4893;Cliente_4893;RS;Caxias do Sul;Sul;Residencial;04/12/2024;Móvel Pós;89.9;Ativo;55;Masculino;17580;Vendedor_49;
4894;Cliente_4894;CE;Juazeiro do Norte;Norte;Residencial;21/02/2022;Móvel Pós;89.9;Ativo;36;Feminino;12859;Vendedor_1;
4895;Cliente_4895;GO;Anápolis;Nordeste;Residencial;17/02/2023;Fibra 600MB;119.9;Ativo;36;Feminino;12035;Vendedor_19;
4896;Cliente_4896;RJ;Niterói;Nordeste;Empresarial;23/07/2023;Fibra 300MB;89.9;Ativo;19;Feminino;6593;Vendedor_15;
4897;Cliente_4897;PR;Curitiba;Sudeste;Empresarial;08/01/2022;Fibra 600MB;119.9;Ativo;46;Feminino;7655;Vendedor_2;
4898;Cliente_4898;GO;Aparecida de Goiânia;Centro-Oeste;Empresarial;03/08/2024;Fibra 600MB;119.9;Ativo;67;Feminino;6193;Vendedor_4;
4899;Cliente_4899;DF;Brasília;Norte;Residencial;04/09/2022;Fibra 600MB;119.9;Ativo;67;Feminino;19536;Vendedor_3;
4900;Cliente_4900;PE;Recife;Sudeste;Residencial;13/04/2024;Móvel Pós;89.9;Ativo;40;Masculino;12529;Vendedor_23;
4901;Cliente_4901;GO;Anápolis;Nordeste;Residencial;16/02/2023;Móvel Controle;49.9;Ativo;64;Masculino;3227;Vendedor_40;
4902;Cliente_4902;BA;Vitória da Conquista;Sudeste;Residencial;09/08/2024;Fibra 300MB;89.9;Ativo;74;Feminino;17255;Vendedor_43;
4903;Cliente_4903;CE;Sobral;Sudeste;Empresarial;22/04/2024;Fibra 300MB;89.9;Ativo;65;Feminino;3903;Vendedor_6;
4904;Cliente_4904;PR;Londrina;Norte;Residencial;23/08/2022;Fibra 300MB;89.9;Cancelado;44;Feminino;12531;Vendedor_30;30/10/2023
4905;Cliente_4905;MG;Uberlândia;Norte;Residencial;04/10/2023;Fibra 1GB;159.9;Ativo;62;Masculino;10223;Vendedor_23;
4906;Cliente_4906;GO;Anápolis;Norte;Residencial;11/08/2023;TV + Fibra;199.9;Ativo;40;Feminino;10226;Vendedor_41;
4907;Cliente_4907;SP;Campinas;Centro-Oeste;Empresarial;21/08/2022;Fibra 600MB;119.9;Ativo;45;Feminino;19262;Vendedor_49;
4908;Cliente_4908;BA;Feira de Santana;Sudeste;Residencial;12/01/2024;Móvel Controle;49.9;Ativo;73;Feminino;13308;Vendedor_15;
4909;Cliente_4909;BA;Feira de Santana;Sudeste;Governo;23/09/2024;Móvel Controle;49.9;Ativo;45;Feminino;17929;Vendedor_45;
4910;Cliente_4910;SP;Santos;Centro-Oeste;Residencial;06/11/2022;Fibra 1GB;159.9;Cancelado;22;Feminino;17905;Vendedor_47;16/08/2023
4911;Cliente_4911;DF;Brasília;Nordeste;Empresarial;01/08/2024;Móvel Pós;89.9;Ativo;35;Masculino;14845;Vendedor_50;
4912;Cliente_4912;MG;Uberlândia;Sul;Residencial;26/06/2024;Fibra 1GB;159.9;Cancelado;47;Masculino;17013;Vendedor_17;
4913;Cliente_4913;PE;Olinda;Nordeste;Residencial;02/12/2023;Fibra 1GB;159.9;Ativo;41;Feminino;18240;Vendedor_9;
4914;Cliente_4914;CE;Sobral;Centro-Oeste;Empresarial;23/04/2023;Fibra 600MB;119.9;Ativo;54;Masculino;11341;Vendedor_2;
4915;Cliente_4915;PR;Curitiba;Sudeste;Residencial;02/12/2022;Móvel Pós;89.9;Cancelado;33;Feminino;19973;Vendedor_50;
4916;Cliente_4916;CE;Juazeiro do Norte;Sudeste;Residencial;21/02/2022;TV + Fibra;199.9;Ativo;46;Masculino;2988;Vendedor_41;
4917;Cliente_4917;MG;Juiz de Fora;Norte;Residencial;30/06/2023;TV + Fibra;199.9;Ativo;47;Feminino;13859;Vendedor_29;
4918;Cliente_4918;CE;Sobral;Norte;Residencial;28/10/2022;Fibra 1GB;159.9;Cancelado;42;Feminino;5154;Vendedor_42;02/05/2023
4919;Cliente_4919;SP;São Paulo;Sudeste;Empresarial;03/10/2023;TV + Fibra;199.9;Ativo;55;Feminino;14921;Vendedor_46;
4920;Cliente_4920;BA;Feira de Santana;Sudeste;Residencial;22/12/2022;Móvel Controle;49.9;Ativo;56;Masculino;19526;Vendedor_31;
4921;Cliente_4921;CE;Juazeiro do Norte;Norte;Empresarial;30/03/2024;Fibra 600MB;119.9;Ativo;18;Masculino;2264;Vendedor_32;
4922;Cliente_4922;RS;Caxias do Sul;Norte;Residencial;14/04/2024;TV + Fibra;199.9;Ativo;57;Feminino;11811;Vendedor_1;
4923;Cliente_4923;GO;Aparecida de Goiânia;Nordeste;Residencial;11/08/2023;Móvel Pós;89.9;Ativo;56;Masculino;3260;Vendedor_30;
4924;Cliente_4924;MG;Uberlândia;Sudeste;Residencial;26/05/2024;Móvel Controle;49.9;Cancelado;72;Feminino;12385;Vendedor_28;18/11/2024
4925;Cliente_4925;DF;Brasília;Sudeste;Empresarial;01/01/2024;Fibra 300MB;89.9;Ativo;56;Feminino;1545;Vendedor_26;
4926;Cliente_4926;RS;Caxias do Sul;Centro-Oeste;Empresarial;07/01/2024;Fibra 600MB;119.9;Cancelado;48;Feminino;19296;Vendedor_18;23/02/2024
4927;Cliente_4927;SP;Campinas;Nordeste;Residencial;03/04/2024;Móvel Controle;49.9;Cancelado;56;Masculino;11307;Vendedor_1;
4928;Cliente_4928;RJ;Niterói;Sul;Residencial;05/06/2022;Fibra 1GB;159.9;Ativo;48;Feminino;4841;Vendedor_41;
4929;Cliente_4929;SP;São Paulo;Sul;Empresarial;10/02/2024;Fibra 1GB;159.9;Ativo;50;Feminino;9725;Vendedor_48;
4930;Cliente_4930;DF;Brasília;Sul;Empresarial;22/07/2024;Fibra 600MB;119.9;Ativo;29;Masculino;11709;Vendedor_19;
4931;Cliente_4931;DF;Brasília;Norte;Empresarial;30/07/2023;Móvel Pós;89.9;Ativo;42;Feminino;5425;Vendedor_35;
4932;Cliente_4932;RS;Porto Alegre;Sul;Residencial;25/11/2024;Fibra 1GB;159.9;Ativo;72;Masculino;3418;Vendedor_33;
4933;Cliente_4933;GO;Goiânia;Centro-Oeste;Residencial;05/09/2022;Móvel Controle;49.9;Ativo;40;Masculino;17325;Vendedor_8;
4934;Cliente_4934;MG;Uberlândia;Norte;Residencial;03/12/2024;Fibra 300MB;89.9;Ativo;60;Masculino;1768;Vendedor_49;
4935;Cliente_4935;PE;Olinda;Norte;Residencial;29/03/2023;Móvel Pós;89.9;Ativo;65;Masculino;15961;Vendedor_27;
4936;Cliente_4936;BA;Vitória da Conquista;Sul;Empresarial;24/11/2023;Fibra 600MB;119.9;Ativo;45;Feminino;4408;Vendedor_37;
4937;Cliente_4937;RS;Pelotas;Norte;Residencial;27/06/2024;Fibra 1GB;159.9;Ativo;50;Masculino;1700;Vendedor_42;
4938;Cliente_4938;DF;Brasília;Nordeste;Empresarial;28/07/2024;Móvel Pós;89.9;Ativo;55;Masculino;8259;Vendedor_8;
4939;Cliente_4939;RJ;Volta Redonda;Nordeste;Residencial;29/12/2024;Fibra 300MB;89.9;Ativo;43;Masculino;7473;Vendedor_44;
4940;Cliente_4940;PR;Londrina;Sul;Residencial;04/08/2024;Móvel Pós;89.9;Ativo;41;Feminino;2568;Vendedor_48;
4941;Cliente_4941;DF;Brasília;Centro-Oeste;Residencial;30/03/2023;Móvel Pós;89.9;Ativo;22;Feminino;7290;Vendedor_32;
4942;Cliente_4942;GO;Goiânia;Norte;Residencial;24/09/2022;Fibra 600MB;119.9;Ativo;61;Masculino;19361;Vendedor_19;
4943;Cliente_4943;GO;Goiânia;Sudeste;Residencial;01/01/2024;Fibra 300MB;89.9;Ativo;34;Masculino;18441;Vendedor_30;
4944;Cliente_4944;DF;Brasília;Sul;Residencial;01/01/2023;Fibra 300MB;89.9;Ativo;62;Feminino;8279;Vendedor_36;
4945;Cliente_4945;GO;Goiânia;Norte;Empresarial;02/03/2022;Móvel Pós;89.9;Ativo;54;Masculino;11782;Vendedor_10;
4946;Cliente_4946;RS;Caxias do Sul;Sul;Residencial;17/06/2022;Fibra 1GB;159.9;Ativo;32;Masculino;6446;Vendedor_36;
4947;Cliente_4947;DF;Brasília;Sul;Empresarial;12/05/2022;Móvel Pós;89.9;Ativo;19;Masculino;9455;Vendedor_16;
4948;Cliente_4948;DF;Brasília;Centro-Oeste;Governo;04/06/2022;Móvel Controle;49.9;Ativo;51;Masculino;13160;Vendedor_3;
4949;Cliente_4949;MG;Belo Horizonte;Sudeste;Empresarial;23/02/2024;Fibra 1GB;159.9;Ativo;37;Feminino;4490;Vendedor_22;
4950;Cliente_4950;BA;Vitória da Conquista;Norte;Empresarial;23/12/2023;Fibra 600MB;119.9;Ativo;47;Feminino;12720;Vendedor_22;
4951;Cliente_4951;RJ;Volta Redonda;Sul;Residencial;07/01/2022;Fibra 300MB;89.9;Cancelado;33;Masculino;10940;Vendedor_21;31/01/2023
4952;Cliente_4952;GO;Goiânia;Sul;Residencial;07/06/2023;TV + Fibra;199.9;Ativo;61;Feminino;14795;Vendedor_30;
4953;Cliente_4953;MG;Juiz de Fora;Norte;Empresarial;08/09/2022;Fibra 1GB;159.9;Cancelado;21;Masculino;1905;Vendedor_27;07/12/2024
4954;Cliente_4954;PE;Recife;Sul;Residencial;23/11/2023;Fibra 600MB;119.9;Ativo;48;Feminino;13078;Vendedor_2;
4955;Cliente_4955;PE;Recife;Sul;Residencial;30/04/2022;Móvel Pós;89.9;Ativo;43;Feminino;15014;Vendedor_8;
4956;Cliente_4956;CE;Sobral;Sul;Empresarial;17/02/2022;Fibra 600MB;119.9;Ativo;72;Outro;16746;Vendedor_43;
4957;Cliente_4957;RS;Pelotas;Nordeste;Residencial;28/12/2024;Móvel Controle;49.9;Ativo;58;Feminino;6922;Vendedor_23;
4958;Cliente_4958;RS;Pelotas;Nordeste;Governo;12/01/2024;TV + Fibra;199.9;Ativo;29;Feminino;17453;Vendedor_39;
4959;Cliente_4959;SP;Santos;Sudeste;Residencial;12/08/2022;Fibra 600MB;119.9;Ativo;19;Feminino;14666;Vendedor_38;
4960;Cliente_4960;RJ;Rio de Janeiro;Centro-Oeste;Empresarial;02/04/2023;TV + Fibra;199.9;Ativo;25;Masculino;2936;Vendedor_41;
4961;Cliente_4961;DF;Brasília;Norte;Empresarial;20/12/2023;TV + Fibra;199.9;Ativo;31;Feminino;6660;Vendedor_36;
4962;Cliente_4962;GO;Aparecida de Goiânia;Centro-Oeste;Residencial;02/05/2024;Fibra 1GB;159.9;Ativo;41;Masculino;13996;Vendedor_14;
4963;Cliente_4963;RJ;Volta Redonda;Centro-Oeste;Residencial;06/08/2024;Fibra 300MB;89.9;Ativo;60;Feminino;18157;Vendedor_31;
4964;Cliente_4964;CE;Juazeiro do Norte;Nordeste;Residencial;28/01/2022;Fibra 1GB;159.9;Ativo;57;Masculino;9787;Vendedor_47;
4965;Cliente_4965;SP;Santos;Sudeste;Residencial;26/05/2024;Fibra 1GB;159.9;Ativo;58;Masculino;13797;Vendedor_19;
4966;Cliente_4966;MG;Juiz de Fora;Centro-Oeste;Empresarial;19/06/2024;Fibra 300MB;89.9;Ativo;42;Feminino;9615;Vendedor_30;
4967;Cliente_4967;RJ;Rio de Janeiro;Centro-Oeste;Residencial;28/04/2024;Móvel Controle;49.9;Cancelado;24;Feminino;6262;Vendedor_16;
4968;Cliente_4968;MG;Belo Horizonte;Sul;Residencial;11/04/2022;Fibra 1GB;159.9;Ativo;49;Feminino;19701;Vendedor_12;
4969;Cliente_4969;PE;Olinda;Norte;Residencial;27/02/2022;Fibra 300MB;89.9;Ativo;70;Feminino;15408;Vendedor_24;
4970;Cliente_4970;GO;Aparecida de Goiânia;Sudeste;Residencial;13/11/2024;Fibra 300MB;89.9;Ativo;40;Masculino;14840;Vendedor_42;
4971;Cliente_4971;CE;Sobral;Norte;Residencial;19/02/2023;Fibra 1GB;159.9;Ativo;63;Feminino;3999;Vendedor_38;
4972;Cliente_4972;DF;Brasília;Nordeste;Governo;29/12/2022;TV + Fibra;199.9;Cancelado;56;Masculino;3727;Vendedor_32;13/08/2024
4973;Cliente_4973;GO;Aparecida de Goiânia;Centro-Oeste;Residencial;25/02/2023;Fibra 300MB;89.9;Ativo;43;Masculino;16050;Vendedor_50;
4974;Cliente_4974;BA;Vitória da Conquista;Centro-Oeste;Residencial;21/01/2022;TV + Fibra;199.9;Ativo;59;Masculino;1861;Vendedor_19;
4975;Cliente_4975;RS;Pelotas;Norte;Residencial;28/09/2023;Móvel Pós;89.9;Ativo;24;Feminino;5401;Vendedor_40;
4976;Cliente_4976;CE;Sobral;Nordeste;Empresarial;09/04/2023;Fibra 1GB;159.9;Ativo;73;Masculino;3767;Vendedor_47;
4977;Cliente_4977;RJ;Niterói;Sul;Residencial;07/04/2022;TV + Fibra;199.9;Ativo;64;Masculino;7316;Vendedor_5;
4978;Cliente_4978;GO;Aparecida de Goiânia;Sul;Residencial;24/01/2022;Móvel Controle;49.9;Ativo;67;Feminino;1996;Vendedor_45;
4979;Cliente_4979;PR;Maringá;Centro-Oeste;Residencial;15/01/2023;Móvel Pós;89.9;Cancelado;62;Feminino;12414;Vendedor_46;17/12/2023
4980;Cliente_4980;RS;Pelotas;Centro-Oeste;Empresarial;31/01/2023;Móvel Controle;49.9;Cancelado;21;Feminino;11079;Vendedor_47;
4981;Cliente_4981;RS;Caxias do Sul;Sudeste;Residencial;23/02/2022;TV + Fibra;199.9;Ativo;61;Feminino;6208;Vendedor_2;
4982;Cliente_4982;PR;Maringá;Norte;Residencial;10/10/2024;Fibra 1GB;159.9;Ativo;42;Outro;14986;Vendedor_32;
4983;Cliente_4983;SP;Campinas;Centro-Oeste;Residencial;26/02/2023;Fibra 600MB;119.9;Ativo;69;Feminino;14568;Vendedor_27;
4984;Cliente_4984;SP;São Paulo;Nordeste;Empresarial;11/05/2022;Fibra 300MB;89.9;Ativo;35;Masculino;3857;Vendedor_2;
4985;Cliente_4985;PR;Maringá;Norte;Residencial;24/02/2023;Móvel Pós;89.9;Ativo;24;Feminino;11642;Vendedor_37;
4986;Cliente_4986;BA;Feira de Santana;Sudeste;Empresarial;15/02/2024;Fibra 1GB;159.9;Ativo;39;Feminino;7621;Vendedor_37;
4987;Cliente_4987;PE;Recife;Sul;Residencial;14/02/2024;Fibra 300MB;89.9;Ativo;21;Masculino;8828;Vendedor_22;
4988;Cliente_4988;PR;Londrina;Sudeste;Residencial;27/12/2024;TV + Fibra;199.9;Ativo;46;Masculino;17696;Vendedor_34;
4989;Cliente_4989;PE;Olinda;Norte;Empresarial;24/05/2024;Fibra 600MB;119.9;Ativo;41;Feminino;12679;Vendedor_27;
4990;Cliente_4990;GO;Goiânia;Sul;Residencial;24/06/2022;Móvel Controle;49.9;Ativo;71;Feminino;3733;Vendedor_17;
4991;Cliente_4991;BA;Vitória da Conquista;Nordeste;Residencial;09/04/2023;Fibra 1GB;159.9;Ativo;57;Feminino;16328;Vendedor_39;
4992;Cliente_4992;CE;Sobral;Sul;Residencial;25/01/2023;Fibra 1GB;159.9;Cancelado;69;Masculino;10443;Vendedor_23;25/11/2024
4993;Cliente_4993;PE;Olinda;Sul;Residencial;18/01/2024;TV + Fibra;199.9;Ativo;67;Feminino;14801;Vendedor_10;
4994;Cliente_4994;RS;Porto Alegre;Nordeste;Empresarial;16/05/2022;Fibra 600MB;119.9;Ativo;55;Feminino;11259;Vendedor_22;
4995;Cliente_4995;GO;Aparecida de Goiânia;Centro-Oeste;Empresarial;13/02/2023;Móvel Controle;49.9;Ativo;58;Feminino;12477;Vendedor_15;
4996;Cliente_4996;RS;Caxias do Sul;Centro-Oeste;Empresarial;12/08/2022;Fibra 1GB;159.9;Ativo;29;Masculino;18791;Vendedor_50;
4997;Cliente_4997;BA;Salvador;Sul;Empresarial;24/08/2023;TV + Fibra;199.9;Ativo;26;Feminino;12937;Vendedor_40;
4998;Cliente_4998;PE;Olinda;Sul;Governo;27/08/2024;Fibra 300MB;89.9;Cancelado;32;Feminino;15739;Vendedor_36;
4999;Cliente_4999;MG;Belo Horizonte;Sudeste;Empresarial;11/09/2023;TV + Fibra;199.9;Ativo;30;Masculino;6248;Vendedor_43;
5000;Cliente_5000;BA;Vitória da Conquista;Centro-Oeste;Residencial;27/05/2024;Fibra 600MB;119.9;Ativo;74;Masculino;17841;Vendedor_39;
5001;Cliente_5001;BA;Vitória da Conquista;Nordeste;Residencial;09/01/2022;Fibra 1GB;159.9;Ativo;47;Masculino;6688;Vendedor_16;
5002;Cliente_5002;MG;Uberlândia;Sul;Empresarial;17/08/2023;TV + Fibra;199.9;Ativo;52;Outro;10181;Vendedor_28;
5003;Cliente_5003;GO;Aparecida de Goiânia;Sul;Residencial;29/08/2023;Móvel Controle;49.9;Ativo;52;Feminino;3013;Vendedor_35;
5004;Cliente_5004;PE;Petrolina;Sudeste;Empresarial;26/04/2022;Móvel Pós;89.9;Cancelado;43;Masculino;10869;Vendedor_32;
5005;Cliente_5005;PE;Recife;Sudeste;Residencial;02/09/2022;Fibra 1GB;159.9;Ativo;36;Feminino;12300;Vendedor_47;
5006;Cliente_5006;RS;Pelotas;Sudeste;Residencial;27/03/2023;Móvel Controle;49.9;Ativo;38;Feminino;2001;Vendedor_24;
5007;Cliente_5007;BA;Salvador;Norte;Residencial;14/11/2024;Fibra 600MB;119.9;Ativo;38;Masculino;9586;Vendedor_21;
5008;Cliente_5008;BA;Salvador;Nordeste;Residencial;21/08/2022;Móvel Controle;49.9;Ativo;30;Outro;13780;Vendedor_41;
5009;Cliente_5009;DF;Brasília;Norte;Empresarial;16/11/2023;Móvel Controle;49.9;Ativo;38;Feminino;5831;Vendedor_19;
5010;Cliente_5010;CE;Juazeiro do Norte;Sul;Residencial;03/07/2022;Fibra 600MB;119.9;Ativo;41;Masculino;15031;Vendedor_32;
5011;Cliente_5011;BA;Salvador;Sudeste;Residencial;08/09/2022;Móvel Pós;89.9;Ativo;43;Feminino;7837;Vendedor_46;
