id_cliente;nome_cliente;estado;cidade;segmento;plano;status;idade;genero;renda_estimada;vendedor
12846;ClienteNovo_2846;MG;Belo Horizonte;Residencial;Fibra 600MB;Ativo;25;Feminino;17705;Vendedor_6
12847;ClienteNovo_2847;CE;Sobral;Residencial;Móvel Controle;Ativo;50;Masculino;4829;Vendedor_45
12848;ClienteNovo_2848;GO;Aparecida de Goiânia;Residencial;Fibra 600MB;Ativo;46;Feminino;10293;Vendedor_37
12849;ClienteNovo_2849;MG;Juiz de Fora;Residencial;Móvel Pós;Ativo;19;Masculino;5889;Vendedor_49
12850;ClienteNovo_2850;GO;Goiânia;Residencial;Fibra 1GB;Ativo;35;Feminino;17122;Vendedor_6
12851;ClienteNovo_2851;PR;Maringá;Residencial;Fibra 600MB;Ativo;40;Feminino;14903;Vendedor_50
12852;ClienteNovo_2852;PE;Petrolina;Residencial;TV + Fibra;Ativo;63;Masculino;10151;Vendedor_19
12853;ClienteNovo_2853;CE;Juazeiro do Norte;Residencial;Fibra 600MB;Ativo;70;Feminino;1978;Vendedor_33
12854;ClienteNovo_2854;MG;Juiz de Fora;Residencial;Móvel Pós;Ativo;48;Masculino;4293;Vendedor_5
12855;ClienteNovo_2855;SP;Campinas;Residencial;Fibra 600MB;Ativo;39;Masculino;17026;Vendedor_47
12856;ClienteNovo_2856;SP;Santos;Residencial;Móvel Pós;Ativo;69;Feminino;5105;Vendedor_33
12857;ClienteNovo_2857;PE;Petrolina;Residencial;Fibra 600MB;Ativo;61;Outro;19224;Vendedor_21
12858;ClienteNovo_2858;PE;Recife;Residencial;Móvel Controle;Ativo;62;Masculino;9468;Vendedor_15
12859;ClienteNovo_2859;SP;Campinas;Residencial;Fibra 600MB;Ativo;37;Masculino;2681;Vendedor_27
12860;ClienteNovo_2860;CE;Juazeiro do Norte;Residencial;Móvel Controle;Ativo;55;Feminino;5127;Vendedor_30
12861;ClienteNovo_2861;DF;Brasília;Residencial;Móvel Pós;Ativo;62;Feminino;13079;Vendedor_5
12862;ClienteNovo_2862;BA;Vitória da Conquista;Residencial;Fibra 600MB;Ativo;33;Outro;3299;Vendedor_23
12863;ClienteNovo_2863;PR;Londrina;Empresarial;Fibra 1GB;Ativo;68;Masculino;10332;Vendedor_46
12864;ClienteNovo_2864;RS;Porto Alegre;Residencial;Fibra 600MB;Ativo;71;Masculino;7051;Vendedor_41
12865;ClienteNovo_2865;CE;Sobral;Residencial;Móvel Controle;Ativo;40;Masculino;3147;Vendedor_21
12866;ClienteNovo_2866;RJ;Volta Redonda;Residencial;Fibra 600MB;Ativo;72;Feminino;2842;Vendedor_1
12867;ClienteNovo_2867;DF;Brasília;Residencial;Fibra 600MB;Ativo;64;Masculino;11936;Vendedor_9
12868;ClienteNovo_2868;GO;Anápolis;Residencial;Móvel Controle;Ativo;42;Masculino;5160;Vendedor_34
12869;ClienteNovo_2869;CE;Sobral;Residencial;Fibra 300MB;Ativo;54;Masculino;15379;Vendedor_32
12870;ClienteNovo_2870;GO;Goiânia;Residencial;Fibra 600MB;Ativo;74;Feminino;15502;Vendedor_48
12871;ClienteNovo_2871;SP;Santos;Residencial;TV + Fibra;Ativo;36;Masculino;19892;Vendedor_6
12872;ClienteNovo_2872;GO;Aparecida de Goiânia;Empresarial;TV + Fibra;Ativo;36;Outro;18456;Vendedor_23
12873;ClienteNovo_2873;PE;Olinda;Residencial;Fibra 1GB;Ativo;55;Masculino;11526;Vendedor_39
12874;ClienteNovo_2874;CE;Sobral;Residencial;Fibra 600MB;Ativo;53;Feminino;2767;Vendedor_16
12875;ClienteNovo_2875;PR;Maringá;Residencial;Móvel Pós;Ativo;19;Masculino;11141;Vendedor_17
12876;ClienteNovo_2876;GO;Aparecida de Goiânia;Empresarial;Fibra 300MB;Ativo;24;Feminino;8215;Vendedor_14
12877;ClienteNovo_2877;BA;Feira de Santana;Residencial;Fibra 1GB;Ativo;37;Feminino;18310;Vendedor_15
12878;ClienteNovo_2878;DF;Brasília;Residencial;TV + Fibra;Ativo;74;Feminino;11086;Vendedor_47
12879;ClienteNovo_2879;MG;Belo Horizonte;Empresarial;Móvel Pós;Ativo;21;Masculino;6379;Vendedor_42
12880;ClienteNovo_2880;PR;Londrina;Empresarial;Fibra 1GB;Ativo;43;Feminino;15143;Vendedor_4
12881;ClienteNovo_2881;RJ;Rio de Janeiro;Residencial;Fibra 300MB;Ativo;28;Masculino;17552;Vendedor_38
12882;ClienteNovo_2882;CE;Sobral;Residencial;Fibra 300MB;Ativo;69;Feminino;17833;Vendedor_42
12883;ClienteNovo_2883;SP;Campinas;Empresarial;Fibra 1GB;Ativo;34;Masculino;15982;Vendedor_26
12884;ClienteNovo_2884;BA;Salvador;Empresarial;Fibra 1GB;Ativo;54;Feminino;2804;Vendedor_6
12885;ClienteNovo_2885;GO;Anápolis;Empresarial;Móvel Controle;Ativo;60;Masculino;12400;Vendedor_26
12886;ClienteNovo_2886;DF;Brasília;Empresarial;Móvel Pós;Ativo;32;Masculino;8802;Vendedor_32
12887;ClienteNovo_2887;RS;Porto Alegre;Residencial;Fibra 1GB;Ativo;29;Masculino;2012;Vendedor_19
12888;ClienteNovo_2888;GO;Goiânia;Residencial;Móvel Pós;Ativo;57;Masculino;7339;Vendedor_50
12889;ClienteNovo_2889;GO;Goiânia;Residencial;Fibra 300MB;Ativo;74;Feminino;14166;Vendedor_44
12890;ClienteNovo_2890;BA;Vitória da Conquista;Residencial;Fibra 300MB;Ativo;67;Masculino;8326;Vendedor_38
12891;ClienteNovo_2891;RS;Caxias do Sul;Residencial;TV + Fibra;Ativo;34;Feminino;7502;Vendedor_45
12892;ClienteNovo_2892;MG;Uberlândia;Empresarial;Fibra 1GB;Ativo;58;Masculino;15264;Vendedor_23
12893;ClienteNovo_2893;BA;Feira de Santana;Empresarial;Móvel Pós;Ativo;33;Masculino;6773;Vendedor_10
12894;ClienteNovo_2894;SP;São Paulo;Residencial;Fibra 300MB;Ativo;65;Masculino;11685;Vendedor_46
12895;ClienteNovo_2895;SP;São Paulo;Residencial;TV + Fibra;Ativo;33;Masculino;8965;Vendedor_40
12896;ClienteNovo_2896;BA;Feira de Santana;Residencial;Móvel Controle;Ativo;52;Masculino;5921;Vendedor_14
12897;ClienteNovo_2897;DF;Brasília;Residencial;Móvel Pós;Ativo;20;Masculino;16220;Vendedor_10
12898;ClienteNovo_2898;SP;Campinas;Residencial;Móvel Pós;Ativo;73;Masculino;13459;Vendedor_29
12899;ClienteNovo_2899;RJ;Rio de Janeiro;Residencial;Móvel Pós;Ativo;62;Masculino;4185;Vendedor_9
12900;ClienteNovo_2900;PE;Olinda;Residencial;Móvel Pós;Ativo;61;Feminino;5842;Vendedor_22
12901;ClienteNovo_2901;RS;Caxias do Sul;Residencial;Móvel Pós;Ativo;45;Feminino;4798;Vendedor_4
12902;ClienteNovo_2902;RJ;Rio de Janeiro;Residencial;Móvel Controle;Ativo;73;Masculino;10345;Vendedor_25
12903;ClienteNovo_2903;RS;Porto Alegre;Residencial;TV + Fibra;Ativo;26;Masculino;12290;Vendedor_47
12904;ClienteNovo_2904;PE;Recife;Residencial;Fibra 300MB;Ativo;28;Masculino;10532;Vendedor_17
12905;ClienteNovo_2905;CE;Sobral;Residencial;Móvel Pós;Ativo;44;Feminino;10079;Vendedor_50
12906;ClienteNovo_2906;MG;Juiz de Fora;Empresarial;TV + Fibra;Ativo;69;Masculino;11295;Vendedor_34
12907;ClienteNovo_2907;GO;Aparecida de Goiânia;Empresarial;Móvel Pós;Ativo;27;Masculino;4532;Vendedor_47
12908;ClienteNovo_2908;CE;Juazeiro do Norte;Residencial;Móvel Pós;Ativo;29;Masculino;13510;Vendedor_40
12909;ClienteNovo_2909;RJ;Niterói;Residencial;TV + Fibra;Ativo;74;Feminino;3011;Vendedor_5
12910;ClienteNovo_2910;GO;Aparecida de Goiânia;Residencial;Fibra 300MB;Ativo;52;Masculino;3497;Vendedor_17
12911;ClienteNovo_2911;GO;Anápolis;Residencial;Fibra 1GB;Ativo;62;Masculino;13467;Vendedor_14
12912;ClienteNovo_2912;PE;Olinda;Empresarial;Fibra 300MB;Ativo;52;Masculino;9617;Vendedor_9
12913;ClienteNovo_2913;PE;Recife;Empresarial;Móvel Pós;Ativo;48;Feminino;12561;Vendedor_39
12914;ClienteNovo_2914;CE;Sobral;Residencial;Fibra 300MB;Ativo;61;Feminino;15650;Vendedor_47
12915;ClienteNovo_2915;MG;Uberlândia;Residencial;Fibra 600MB;Ativo;74;Masculino;2859;Vendedor_25
12916;ClienteNovo_2916;RJ;Rio de Janeiro;Residencial;Fibra 1GB;Ativo;34;Masculino;17018;Vendedor_45
12917;ClienteNovo_2917;MG;Uberlândia;Residencial;Móvel Controle;Ativo;66;Feminino;15316;Vendedor_50
12918;ClienteNovo_2918;BA;Salvador;Empresarial;Fibra 600MB;Ativo;64;Masculino;15891;Vendedor_28
12919;ClienteNovo_2919;PR;Londrina;Residencial;Móvel Pós;Ativo;69;Masculino;2020;Vendedor_46
12920;ClienteNovo_2920;RS;Porto Alegre;Empresarial;Móvel Controle;Ativo;35;Feminino;6357;Vendedor_1
12921;ClienteNovo_2921;SP;São Paulo;Governo;TV + Fibra;Ativo;54;Feminino;2490;Vendedor_38
12922;ClienteNovo_2922;RS;Caxias do Sul;Residencial;Móvel Controle;Ativo;23;Masculino;17043;Vendedor_6
12923;ClienteNovo_2923;MG;Uberlândia;Residencial;Fibra 1GB;Ativo;67;Feminino;19744;Vendedor_4
12924;ClienteNovo_2924;BA;Feira de Santana;Empresarial;Fibra 300MB;Ativo;34;Masculino;5897;Vendedor_44
12925;ClienteNovo_2925;GO;Aparecida de Goiânia;Residencial;TV + Fibra;Ativo;20;Feminino;14446;Vendedor_18
12926;ClienteNovo_2926;RS;Pelotas;Residencial;Fibra 300MB;Ativo;55;Masculino;9904;Vendedor_35
12927;ClienteNovo_2927;RJ;Volta Redonda;Governo;Fibra 300MB;Ativo;50;Feminino;12601;Vendedor_16
12928;ClienteNovo_2928;DF;Brasília;Residencial;Fibra 300MB;Ativo;63;Feminino;16704;Vendedor_5
12929;ClienteNovo_2929;PE;Petrolina;Residencial;Fibra 600MB;Ativo;61;Feminino;12072;Vendedor_4
12930;ClienteNovo_2930;BA;Vitória da Conquista;Residencial;Móvel Pós;Ativo;37;Masculino;4046;Vendedor_37
12931;ClienteNovo_2931;DF;Brasília;Residencial;Móvel Controle;Ativo;73;Feminino;6030;Vendedor_11
12932;ClienteNovo_2932;DF;Brasília;Empresarial;TV + Fibra;Ativo;58;Masculino;10268;Vendedor_16
12933;ClienteNovo_2933;RJ;Rio de Janeiro;Residencial;Móvel Pós;Ativo;74;Masculino;4705;Vendedor_23
12934;ClienteNovo_2934;DF;Brasília;Residencial;Móvel Pós;Ativo;56;Masculino;17159;Vendedor_4
12935;ClienteNovo_2935;SP;Santos;Residencial;Fibra 1GB;Ativo;72;Masculino;11250;Vendedor_21
12936;ClienteNovo_2936;SP;Campinas;Empresarial;TV + Fibra;Ativo;33;Feminino;1977;Vendedor_34
12937;ClienteNovo_2937;CE;Fortaleza;Empresarial;Fibra 1GB;Ativo;53;Masculino;19817;Vendedor_50
12938;ClienteNovo_2938;SP;Santos;Empresarial;Fibra 1GB;Ativo;24;Feminino;16674;Vendedor_26
12939;ClienteNovo_2939;CE;Juazeiro do Norte;Empresarial;Fibra 1GB;Ativo;19;Feminino;13004;Vendedor_44
12940;ClienteNovo_2940;CE;Sobral;Governo;Fibra 300MB;Ativo;57;Masculino;7624;Vendedor_39
12941;ClienteNovo_2941;DF;Brasília;Residencial;Móvel Controle;Ativo;51;Feminino;15291;Vendedor_27
12942;ClienteNovo_2942;RS;Pelotas;Empresarial;Fibra 300MB;Ativo;21;Masculino;7633;Vendedor_12
12943;ClienteNovo_2943;RJ;Niterói;Residencial;Móvel Pós;Ativo;66;Feminino;12137;Vendedor_20
12944;ClienteNovo_2944;SP;São Paulo;Empresarial;TV + Fibra;Ativo;34;Masculino;15758;Vendedor_45
12945;ClienteNovo_2945;MG;Juiz de Fora;Residencial;Fibra 300MB;Ativo;24;Masculino;3052;Vendedor_36
12946;ClienteNovo_2946;RJ;Rio de Janeiro;Residencial;Móvel Controle;Ativo;29;Masculino;9109;Vendedor_45
12947;ClienteNovo_2947;PR;Curitiba;Residencial;Móvel Controle;Ativo;29;Masculino;2089;Vendedor_37
12948;ClienteNovo_2948;GO;Goiânia;Residencial;Móvel Pós;Ativo;27;Feminino;12381;Vendedor_40
12949;ClienteNovo_2949;GO;Goiânia;Governo;TV + Fibra;Ativo;61;Feminino;16424;Vendedor_24
12950;ClienteNovo_2950;BA;Vitória da Conquista;Residencial;Fibra 600MB;Ativo;42;Feminino;16025;Vendedor_19
12951;ClienteNovo_2951;MG;Belo Horizonte;Residencial;Móvel Pós;Ativo;66;Masculino;9046;Vendedor_18
12952;ClienteNovo_2952;RJ;Rio de Janeiro;Residencial;Móvel Pós;Ativo;22;Feminino;14227;Vendedor_43
12953;ClienteNovo_2953;SP;Campinas;Empresarial;TV + Fibra;Ativo;34;Masculino;12144;Vendedor_6
12954;ClienteNovo_2954;RS;Porto Alegre;Empresarial;Fibra 300MB;Ativo;72;Masculino;12025;Vendedor_15
12955;ClienteNovo_2955;RJ;Rio de Janeiro;Residencial;Fibra 1GB;Ativo;55;Feminino;19578;Vendedor_38
12956;ClienteNovo_2956;SP;Santos;Residencial;Fibra 600MB;Ativo;67;Feminino;5322;Vendedor_37
12957;ClienteNovo_2957;CE;Fortaleza;Residencial;Fibra 1GB;Ativo;73;Masculino;6455;Vendedor_25
12958;ClienteNovo_2958;BA;Feira de Santana;Empresarial;Móvel Pós;Ativo;70;Masculino;3197;Vendedor_50
12959;ClienteNovo_2959;MG;Uberlândia;Residencial;Fibra 600MB;Ativo;28;Masculino;2030;Vendedor_34
12960;ClienteNovo_2960;RJ;Niterói;Residencial;TV + Fibra;Ativo;62;Masculino;10621;Vendedor_33
12961;ClienteNovo_2961;CE;Fortaleza;Residencial;TV + Fibra;Ativo;39;Masculino;19305;Vendedor_27
12962;ClienteNovo_2962;BA;Feira de Santana;Residencial;Fibra 300MB;Ativo;37;Masculino;11649;Vendedor_9
12963;ClienteNovo_2963;GO;Aparecida de Goiânia;Residencial;TV + Fibra;Ativo;68;Masculino;19729;Vendedor_33
12964;ClienteNovo_2964;CE;Fortaleza;Governo;Móvel Pós;Ativo;49;Masculino;10620;Vendedor_41
12965;ClienteNovo_2965;BA;Vitória da Conquista;Residencial;Móvel Pós;Ativo;73;Feminino;19596;Vendedor_17
12966;ClienteNovo_2966;GO;Goiânia;Residencial;Móvel Controle;Ativo;40;Masculino;12719;Vendedor_36
12967;ClienteNovo_2967;DF;Brasília;Governo;Fibra 300MB;Ativo;40;Masculino;13077;Vendedor_48
12968;ClienteNovo_2968;CE;Fortaleza;Residencial;Fibra 300MB;Ativo;19;Feminino;8005;Vendedor_3
12969;ClienteNovo_2969;CE;Sobral;Empresarial;Móvel Pós;Ativo;62;Feminino;7181;Vendedor_30
12970;ClienteNovo_2970;DF;Brasília;Governo;Fibra 600MB;Ativo;20;Masculino;15510;Vendedor_40
12971;ClienteNovo_2971;BA;Salvador;Empresarial;Fibra 600MB;Ativo;50;Feminino;13118;Vendedor_16
12972;ClienteNovo_2972;PR;Maringá;Empresarial;Fibra 1GB;Ativo;22;Feminino;16735;Vendedor_21
12973;ClienteNovo_2973;BA;Feira de Santana;Residencial;Móvel Controle;Ativo;40;Masculino;10625;Vendedor_43
12974;ClienteNovo_2974;RS;Pelotas;Residencial;TV + Fibra;Ativo;68;Feminino;16980;Vendedor_39
12975;ClienteNovo_2975;DF;Brasília;Governo;TV + Fibra;Ativo;42;Masculino;8859;Vendedor_9
12976;ClienteNovo_2976;MG;Belo Horizonte;Residencial;Móvel Controle;Ativo;41;Masculino;19010;Vendedor_45
12977;ClienteNovo_2977;PE;Olinda;Empresarial;Fibra 1GB;Ativo;47;Feminino;5977;Vendedor_6
12978;ClienteNovo_2978;SP;São Paulo;Residencial;Fibra 1GB;Ativo;68;Feminino;9478;Vendedor_30
12979;ClienteNovo_2979;BA;Salvador;Empresarial;Fibra 1GB;Ativo;47;Outro;5299;Vendedor_46
12980;ClienteNovo_2980;MG;Juiz de Fora;Residencial;Fibra 300MB;Ativo;25;Masculino;14433;Vendedor_46
12981;ClienteNovo_2981;MG;Uberlândia;Residencial;Fibra 1GB;Ativo;63;Outro;11257;Vendedor_24
12982;ClienteNovo_2982;CE;Juazeiro do Norte;Empresarial;Fibra 300MB;Ativo;66;Feminino;7328;Vendedor_10
12983;ClienteNovo_2983;CE;Sobral;Residencial;Fibra 300MB;Ativo;53;Masculino;19803;Vendedor_34
12984;ClienteNovo_2984;RJ;Niterói;Residencial;Móvel Pós;Ativo;74;Masculino;8855;Vendedor_41
12985;ClienteNovo_2985;CE;Fortaleza;Empresarial;Móvel Controle;Ativo;46;Masculino;19052;Vendedor_39
12986;ClienteNovo_2986;RJ;Rio de Janeiro;Governo;TV + Fibra;Ativo;38;Feminino;17737;Vendedor_32
12987;ClienteNovo_2987;GO;Anápolis;Residencial;Fibra 600MB;Ativo;33;Masculino;12242;Vendedor_26
12988;ClienteNovo_2988;RJ;Niterói;Residencial;Fibra 300MB;Ativo;71;Masculino;19270;Vendedor_28
12989;ClienteNovo_2989;DF;Brasília;Empresarial;Móvel Controle;Ativo;40;Feminino;13411;Vendedor_5
12990;ClienteNovo_2990;PR;Maringá;Residencial;Móvel Controle;Ativo;46;Masculino;19650;Vendedor_3
12991;ClienteNovo_2991;RS;Pelotas;Residencial;Móvel Controle;Ativo;54;Masculino;16058;Vendedor_7
12992;ClienteNovo_2992;SP;São Paulo;Empresarial;Fibra 1GB;Ativo;43;Masculino;12742;Vendedor_22
12993;ClienteNovo_2993;MG;Belo Horizonte;Empresarial;Fibra 300MB;Ativo;62;Masculino;14295;Vendedor_30
12994;ClienteNovo_2994;DF;Brasília;Empresarial;Fibra 1GB;Ativo;41;Feminino;12390;Vendedor_28
12995;ClienteNovo_2995;RS;Porto Alegre;Empresarial;TV + Fibra;Ativo;57;Masculino;9129;Vendedor_24
12996;ClienteNovo_2996;CE;Sobral;Residencial;TV + Fibra;Ativo;72;Feminino;13803;Vendedor_25
12997;ClienteNovo_2997;RS;Pelotas;Residencial;Fibra 1GB;Ativo;43;Masculino;3001;Vendedor_34
12998;ClienteNovo_2998;DF;Brasília;Residencial;Móvel Pós;Ativo;62;Feminino;10833;Vendedor_27
12999;ClienteNovo_2999;DF;Brasília;Residencial;Fibra 1GB;Ativo;44;Feminino;12926;Vendedor_45
13000;ClienteNovo_3000;GO;Anápolis;Empresarial;Móvel Controle;Ativo;28;Masculino;4927;Vendedor_8
13001;ClienteNovo_3001;DF;Brasília;Empresarial;Fibra 600MB;Ativo;74;Masculino;2869;Vendedor_43
13002;ClienteNovo_3002;GO;Aparecida de Goiânia;Residencial;Fibra 1GB;Ativo;68;Masculino;17716;Vendedor_32
13003;ClienteNovo_3003;CE;Fortaleza;Residencial;Móvel Controle;Ativo;44;Masculino;16232;Vendedor_40
13004;ClienteNovo_3004;SP;São Paulo;Residencial;Fibra 1GB;Ativo;63;Masculino;8634;Vendedor_47
13005;ClienteNovo_3005;BA;Vitória da Conquista;Residencial;Fibra 1GB;Ativo;72;Feminino;5069;Vendedor_45
13006;ClienteNovo_3006;PR;Curitiba;Residencial;TV + Fibra;Ativo;39;Masculino;17442;Vendedor_14
13007;ClienteNovo_3007;PE;Olinda;Residencial;Fibra 1GB;Ativo;18;Masculino;7810;Vendedor_2
13008;ClienteNovo_3008;SP;São Paulo;Residencial;TV + Fibra;Ativo;55;Masculino;16970;Vendedor_40
13009;ClienteNovo_3009;CE;Juazeiro do Norte;Empresarial;Fibra 1GB;Ativo;44;Outro;8898;Vendedor_24
13010;ClienteNovo_3010;SP;São Paulo;Residencial;Fibra 600MB;Ativo;18;Feminino;6841;Vendedor_43
13011;ClienteNovo_3011;SP;Santos;Empresarial;Fibra 600MB;Ativo;32;Masculino;5080;Vendedor_3
13012;ClienteNovo_3012;SP;Campinas;Residencial;Móvel Pós;Ativo;28;Masculino;19026;Vendedor_1
13013;ClienteNovo_3013;RS;Caxias do Sul;Residencial;Fibra 1GB;Ativo;73;Masculino;13355;Vendedor_28
13014;ClienteNovo_3014;GO;Aparecida de Goiânia;Empresarial;Móvel Controle;Ativo;55;Masculino;7487;Vendedor_26
13015;ClienteNovo_3015;RS;Caxias do Sul;Residencial;Fibra 300MB;Ativo;46;Masculino;6275;Vendedor_25
13016;ClienteNovo_3016;PR;Curitiba;Empresarial;Móvel Pós;Ativo;71;Feminino;3096;Vendedor_27
13017;ClienteNovo_3017;CE;Juazeiro do Norte;Residencial;Móvel Controle;Ativo;47;Masculino;16414;Vendedor_10
13018;ClienteNovo_3018;GO;Anápolis;Governo;Móvel Pós;Ativo;40;Masculino;10453;Vendedor_40
13019;ClienteNovo_3019;CE;Fortaleza;Empresarial;Fibra 300MB;Ativo;59;Masculino;9158;Vendedor_24
13020;ClienteNovo_3020;CE;Juazeiro do Norte;Residencial;Fibra 300MB;Ativo;43;Feminino;12452;Vendedor_32
13021;ClienteNovo_3021;SP;Campinas;Empresarial;Fibra 300MB;Ativo;54;Feminino;1986;Vendedor_45
13022;ClienteNovo_3022;RJ;Volta Redonda;Residencial;Móvel Controle;Ativo;68;Feminino;2005;Vendedor_11
13023;ClienteNovo_3023;MG;Belo Horizonte;Residencial;Móvel Pós;Ativo;35;Masculino;14475;Vendedor_1
13024;ClienteNovo_3024;PR;Londrina;Residencial;TV + Fibra;Ativo;32;Masculino;11346;Vendedor_45
13025;ClienteNovo_3025;PR;Londrina;Residencial;Fibra 300MB;Ativo;57;Feminino;10727;Vendedor_2
13026;ClienteNovo_3026;SP;São Paulo;Residencial;Móvel Controle;Ativo;39;Feminino;11102;Vendedor_15
13027;ClienteNovo_3027;PE;Petrolina;Empresarial;Fibra 1GB;Ativo;19;Feminino;8683;Vendedor_8
13028;ClienteNovo_3028;BA;Feira de Santana;Residencial;TV + Fibra;Ativo;70;Feminino;1598;Vendedor_13
13029;ClienteNovo_3029;SP;Santos;Residencial;TV + Fibra;Ativo;72;Masculino;2711;Vendedor_26
13030;ClienteNovo_3030;CE;Fortaleza;Residencial;Fibra 1GB;Ativo;20;Outro;8896;Vendedor_34
13031;ClienteNovo_3031;RS;Porto Alegre;Residencial;Móvel Controle;Ativo;43;Masculino;14460;Vendedor_24
13032;ClienteNovo_3032;SP;São Paulo;Residencial;Fibra 1GB;Ativo;46;Masculino;3573;Vendedor_1
13033;ClienteNovo_3033;SP;Santos;Residencial;Fibra 1GB;Ativo;73;Feminino;3466;Vendedor_5
13034;ClienteNovo_3034;CE;Sobral;Residencial;Fibra 300MB;Ativo;46;Feminino;5643;Vendedor_41
13035;ClienteNovo_3035;MG;Uberlândia;Residencial;Móvel Pós;Ativo;55;Outro;3609;Vendedor_41
13036;ClienteNovo_3036;PE;Petrolina;Empresarial;Móvel Controle;Ativo;67;Feminino;7531;Vendedor_19
13037;ClienteNovo_3037;CE;Fortaleza;Empresarial;Fibra 300MB;Ativo;40;Masculino;8058;Vendedor_12
13038;ClienteNovo_3038;MG;Belo Horizonte;Residencial;TV + Fibra;Ativo;70;Feminino;6838;Vendedor_9
13039;ClienteNovo_3039;GO;Goiânia;Empresarial;Fibra 600MB;Ativo;56;Masculino;4761;Vendedor_2
13040;ClienteNovo_3040;MG;Uberlândia;Governo;Móvel Pós;Ativo;40;Feminino;16373;Vendedor_8
13041;ClienteNovo_3041;PE;Recife;Residencial;Fibra 600MB;Ativo;45;Masculino;19437;Vendedor_43
13042;ClienteNovo_3042;RS;Caxias do Sul;Empresarial;TV + Fibra;Ativo;65;Masculino;14688;Vendedor_10
13043;ClienteNovo_3043;SP;São Paulo;Residencial;Fibra 300MB;Ativo;52;Feminino;9434;Vendedor_29
13044;ClienteNovo_3044;SP;Campinas;Empresarial;Móvel Pós;Ativo;19;Feminino;16352;Vendedor_23
13045;ClienteNovo_3045;DF;Brasília;Residencial;Móvel Pós;Ativo;60;Feminino;19878;Vendedor_27
13046;ClienteNovo_3046;GO;Anápolis;Empresarial;Fibra 300MB;Ativo;45;Feminino;7864;Vendedor_47
13047;ClienteNovo_3047;PR;Maringá;Empresarial;Móvel Pós;Ativo;69;Masculino;13078;Vendedor_37
13048;ClienteNovo_3048;PR;Curitiba;Residencial;Móvel Controle;Ativo;41;Feminino;9406;Vendedor_16
13049;ClienteNovo_3049;CE;Juazeiro do Norte;Residencial;Móvel Controle;Ativo;20;Feminino;11591;Vendedor_43
13050;ClienteNovo_3050;GO;Anápolis;Residencial;Fibra 300MB;Ativo;27;Feminino;9704;Vendedor_32
13051;ClienteNovo_3051;RS;Porto Alegre;Residencial;Móvel Pós;Ativo;51;Feminino;6521;Vendedor_13
13052;ClienteNovo_3052;CE;Fortaleza;Governo;Fibra 300MB;Ativo;36;Masculino;17216;Vendedor_6
13053;ClienteNovo_3053;MG;Belo Horizonte;Residencial;Móvel Pós;Ativo;18;Feminino;7803;Vendedor_23
13054;ClienteNovo_3054;RS;Porto Alegre;Residencial;Móvel Pós;Ativo;55;Feminino;1573;Vendedor_36
13055;ClienteNovo_3055;RS;Pelotas;Residencial;Móvel Pós;Ativo;54;Outro;19654;Vendedor_24
13056;ClienteNovo_3056;CE;Sobral;Empresarial;Móvel Pós;Ativo;21;Feminino;1800;Vendedor_11
13057;ClienteNovo_3057;MG;Uberlândia;Empresarial;Móvel Controle;Ativo;24;Masculino;11462;Vendedor_30
13058;ClienteNovo_3058;RJ;Niterói;Residencial;Móvel Pós;Ativo;20;Feminino;4804;Vendedor_15
13059;ClienteNovo_3059;SP;São Paulo;Residencial;Móvel Pós;Ativo;31;Masculino;16133;Vendedor_17
13060;ClienteNovo_3060;DF;Brasília;Residencial;Móvel Pós;Ativo;33;Masculino;1586;Vendedor_30
13061;ClienteNovo_3061;RS;Pelotas;Empresarial;Fibra 1GB;Ativo;45;Masculino;11091;Vendedor_22
13062;ClienteNovo_3062;PE;Petrolina;Residencial;Móvel Controle;Ativo;45;Feminino;2521;Vendedor_15
13063;ClienteNovo_3063;PE;Petrolina;Residencial;TV + Fibra;Ativo;23;Feminino;4584;Vendedor_3
13064;ClienteNovo_3064;BA;Feira de Santana;Residencial;Móvel Controle;Ativo;45;Feminino;16834;Vendedor_21
13065;ClienteNovo_3065;DF;Brasília;Residencial;Fibra 300MB;Ativo;35;Masculino;9744;Vendedor_38
13066;ClienteNovo_3066;BA;Vitória da Conquista;Residencial;Móvel Controle;Ativo;35;Outro;8779;Vendedor_47
13067;ClienteNovo_3067;RS;Caxias do Sul;Governo;Fibra 1GB;Ativo;60;Feminino;8519;Vendedor_46
13068;ClienteNovo_3068;PR;Curitiba;Residencial;TV + Fibra;Ativo;32;Feminino;10610;Vendedor_9
13069;ClienteNovo_3069;GO;Anápolis;Residencial;Móvel Controle;Ativo;31;Feminino;13500;Vendedor_46
13070;ClienteNovo_3070;PE;Petrolina;Residencial;Fibra 1GB;Ativo;39;Masculino;14773;Vendedor_44
13071;ClienteNovo_3071;GO;Goiânia;Residencial;Móvel Controle;Ativo;31;Feminino;1646;Vendedor_15
13072;ClienteNovo_3072;DF;Brasília;Empresarial;Fibra 1GB;Ativo;36;Masculino;11138;Vendedor_22
13073;ClienteNovo_3073;PE;Olinda;Residencial;Móvel Controle;Ativo;47;Outro;19312;Vendedor_36
13074;ClienteNovo_3074;DF;Brasília;Residencial;Fibra 300MB;Ativo;36;Outro;16266;Vendedor_33
13075;ClienteNovo_3075;GO;Aparecida de Goiânia;Residencial;Fibra 300MB;Ativo;56;Masculino;1637;Vendedor_48
